course_id,course_title,course_category,course_level,module_title,lesson_id,lesson_title,lesson_description,quiz_id,quiz_title,question_id,question,option_a,option_b,option_c,option_d,correct_answer,difficulty,points,order_index
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,e3a21631-ba5d-41e6-8387-d0f7d470a849,Image Processing Basics,"Filters, edges, features.",490a215b-b44d-491a-9c4c-28622d61ec62,Image Processing Basics - Quiz,c9321cbb-1d72-4db1-85a6-96be95aeed2f,"What common mistake should you avoid when working with concepts from ""Image Processing Basics""?",Assuming Image Processing Basics is identical to handcrafted woodworking.,Rushing through without noting the key steps shown at 15:00.,Confusing image processing basics with unrelated ai concepts not covered in this video.,Skipping video timestamps and guessing answers randomly.,Confusing image processing basics with unrelated ai concepts not covered in this video.,easy,1,4
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,ebfc092a-717f-4a96-a6ae-a4ec3d77e6d8,"Object Detection (YOLO, R-CNN)",Real-time object detection.,269743ed-6dac-4f06-9560-88c46fc8ff96,"Object Detection (YOLO, R-CNN) - Quiz",5b8ec7ae-6d34-4608-8e56-0533170886ce,"What is the primary focus of ""Object Detection (YOLO, R-CNN)"" in ""Computer Vision"" (Artificial Intelligence)?",Handcrafted woodworking,Traditional weaving,Stone masonry,Real-time object detection.,Real-time object detection.,easy,1,0
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,ebfc092a-717f-4a96-a6ae-a4ec3d77e6d8,"Object Detection (YOLO, R-CNN)",Real-time object detection.,269743ed-6dac-4f06-9560-88c46fc8ff96,"Object Detection (YOLO, R-CNN) - Quiz",34a711fb-f80a-4228-9220-8a5e7000a1e2,"In the video for ""Object Detection (YOLO, R-CNN)"", which concept is correctly associated with the lesson content?","The video claims Object Detection (YOLO, R-CNN) is unrelated to AI.",The lesson skips real-time object detection entirely.,"Understanding Real-time object detection — as explained in the lesson video for Object Detection (YOLO, R-CNN).","Using handcrafted woodworking is the main idea of Object Detection (YOLO, R-CNN).","Understanding Real-time object detection — as explained in the lesson video for Object Detection (YOLO, R-CNN).",easy,1,1
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,ebfc092a-717f-4a96-a6ae-a4ec3d77e6d8,"Object Detection (YOLO, R-CNN)",Real-time object detection.,269743ed-6dac-4f06-9560-88c46fc8ff96,"Object Detection (YOLO, R-CNN) - Quiz",9c3dd31d-e19d-47c6-9115-fdab25498693,"Which task best reflects what you practice in ""Object Detection (YOLO, R-CNN)"" (30 min lesson)?",Copying code without understanding real-time object detection.,Apply real-time object detection to solve a hands-on exercise from Computer Vision (covered in 30 min).,"Memorizing Object Detection (YOLO, R-CNN) without practicing the video demo.",Only reading slides and ignoring the 30 min walkthrough.,Apply real-time object detection to solve a hands-on exercise from Computer Vision (covered in 30 min).,easy,1,2
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,ebfc092a-717f-4a96-a6ae-a4ec3d77e6d8,"Object Detection (YOLO, R-CNN)",Real-time object detection.,269743ed-6dac-4f06-9560-88c46fc8ff96,"Object Detection (YOLO, R-CNN) - Quiz",009cc849-f5fa-4c69-ba07-6d84d76179f3,"Which statement correctly describes ""Object Detection (YOLO, R-CNN)"" as taught in Artificial Intelligence (advanced)?",This advanced-level lesson in AI explains real-time object detection with examples shown in the video.,"The video states Object Detection (YOLO, R-CNN) has no relation to Computer Vision.",This lesson is optional and never assessed in Artificial Intelligence.,"Object Detection (YOLO, R-CNN) contradicts all principles of AI.",This advanced-level lesson in AI explains real-time object detection with examples shown in the video.,easy,1,3
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,ebfc092a-717f-4a96-a6ae-a4ec3d77e6d8,"Object Detection (YOLO, R-CNN)",Real-time object detection.,269743ed-6dac-4f06-9560-88c46fc8ff96,"Object Detection (YOLO, R-CNN) - Quiz",f0e954cf-1449-4d06-aae9-eb4e8384356c,"What common mistake should you avoid when working with concepts from ""Object Detection (YOLO, R-CNN)""?",Skipping video timestamps and guessing answers randomly.,"Assuming Object Detection (YOLO, R-CNN) is identical to handcrafted woodworking.",Rushing through without noting the key steps shown at 15:00.,"Confusing object detection (yolo, r-cnn) with unrelated ai concepts not covered in this video.","Confusing object detection (yolo, r-cnn) with unrelated ai concepts not covered in this video.",easy,1,4
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,a638bb02-9cba-401a-9d32-46594acc2de4,Image Segmentation,"U-Net, Mask R-CNN.",dfa0cb76-00f6-4801-82f4-b0af5b218334,Image Segmentation - Quiz,740e1864-ec8a-46b5-98de-1f9aeb8dec8c,"What is the primary focus of ""Image Segmentation"" in ""Computer Vision"" (Artificial Intelligence)?",Handcrafted woodworking,Traditional weaving,Stone masonry,"U-Net, Mask R-CNN.","U-Net, Mask R-CNN.",easy,1,0
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,a638bb02-9cba-401a-9d32-46594acc2de4,Image Segmentation,"U-Net, Mask R-CNN.",dfa0cb76-00f6-4801-82f4-b0af5b218334,Image Segmentation - Quiz,d6a06157-d169-4a94-b7f3-8e0a21e34640,"In the video for ""Image Segmentation"", which concept is correctly associated with the lesson content?",The video claims Image Segmentation is unrelated to AI.,The lesson skips u-net entirely.,Understanding U-Net — as explained in the lesson video for Image Segmentation.,Using handcrafted woodworking is the main idea of Image Segmentation.,Understanding U-Net — as explained in the lesson video for Image Segmentation.,easy,1,1
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,a638bb02-9cba-401a-9d32-46594acc2de4,Image Segmentation,"U-Net, Mask R-CNN.",dfa0cb76-00f6-4801-82f4-b0af5b218334,Image Segmentation - Quiz,2e8a777e-8fa4-42ef-af83-280784b7ef8c,"Which task best reflects what you practice in ""Image Segmentation"" (133 min lesson)?",Copying code without understanding u-net.,Apply u-net to solve a hands-on exercise from Computer Vision (covered in 133 min).,Memorizing Image Segmentation without practicing the video demo.,Only reading slides and ignoring the 133 min walkthrough.,Apply u-net to solve a hands-on exercise from Computer Vision (covered in 133 min).,easy,1,2
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,a638bb02-9cba-401a-9d32-46594acc2de4,Image Segmentation,"U-Net, Mask R-CNN.",dfa0cb76-00f6-4801-82f4-b0af5b218334,Image Segmentation - Quiz,2d70a504-7a57-4850-b310-24250e5099f0,"Which statement correctly describes ""Image Segmentation"" as taught in Artificial Intelligence (advanced)?",This advanced-level lesson in AI explains u-net with examples shown in the video.,The video states Image Segmentation has no relation to Computer Vision.,This lesson is optional and never assessed in Artificial Intelligence.,Image Segmentation contradicts all principles of AI.,This advanced-level lesson in AI explains u-net with examples shown in the video.,easy,1,3
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,a638bb02-9cba-401a-9d32-46594acc2de4,Image Segmentation,"U-Net, Mask R-CNN.",dfa0cb76-00f6-4801-82f4-b0af5b218334,Image Segmentation - Quiz,96c4c0eb-f3f8-4689-b59b-34ed5e6d985f,"What common mistake should you avoid when working with concepts from ""Image Segmentation""?",Skipping video timestamps and guessing answers randomly.,Assuming Image Segmentation is identical to handcrafted woodworking.,Rushing through without noting the key steps shown at 66:00.,Confusing image segmentation with unrelated ai concepts not covered in this video.,Confusing image segmentation with unrelated ai concepts not covered in this video.,easy,1,4
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,bfa59a11-7244-496c-8ffb-88d66a22a68e,Face Recognition Systems,Face detection and verification.,e69703d8-3e86-4fe3-93ce-6dd6c67b85fd,Face Recognition Systems - Quiz,79448db5-5e4a-4fef-9200-f5c3d5a5dae0,"What is the primary focus of ""Face Recognition Systems"" in ""Computer Vision"" (Artificial Intelligence)?",Face detection and verification.,Handcrafted woodworking,Traditional weaving,Stone masonry,Face detection and verification.,easy,1,0
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,bfa59a11-7244-496c-8ffb-88d66a22a68e,Face Recognition Systems,Face detection and verification.,e69703d8-3e86-4fe3-93ce-6dd6c67b85fd,Face Recognition Systems - Quiz,2dbe1b3b-5780-4560-936e-faa4a8e10322,"In the video for ""Face Recognition Systems"", which concept is correctly associated with the lesson content?",Using handcrafted woodworking is the main idea of Face Recognition Systems.,The video claims Face Recognition Systems is unrelated to AI.,The lesson skips face detection and verification entirely.,Understanding Face detection and verification — as explained in the lesson video for Face Recognition Systems.,Understanding Face detection and verification — as explained in the lesson video for Face Recognition Systems.,easy,1,1
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,bfa59a11-7244-496c-8ffb-88d66a22a68e,Face Recognition Systems,Face detection and verification.,e69703d8-3e86-4fe3-93ce-6dd6c67b85fd,Face Recognition Systems - Quiz,b3305272-c43b-43fd-9b17-1f738940f0ea,"Which task best reflects what you practice in ""Face Recognition Systems"" (30 min lesson)?",Only reading slides and ignoring the 30 min walkthrough.,Copying code without understanding face detection and verification.,Apply face detection and verification to solve a hands-on exercise from Computer Vision (covered in 30 min).,Memorizing Face Recognition Systems without practicing the video demo.,Apply face detection and verification to solve a hands-on exercise from Computer Vision (covered in 30 min).,easy,1,2
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,bfa59a11-7244-496c-8ffb-88d66a22a68e,Face Recognition Systems,Face detection and verification.,e69703d8-3e86-4fe3-93ce-6dd6c67b85fd,Face Recognition Systems - Quiz,fee1aaf4-be31-4f06-b692-39d9c870ef23,"Which statement correctly describes ""Face Recognition Systems"" as taught in Artificial Intelligence (advanced)?",Face Recognition Systems contradicts all principles of AI.,This advanced-level lesson in AI explains face detection and verification with examples shown in the video.,The video states Face Recognition Systems has no relation to Computer Vision.,This lesson is optional and never assessed in Artificial Intelligence.,This advanced-level lesson in AI explains face detection and verification with examples shown in the video.,easy,1,3
75383252-a640-4828-81ca-ac8546e43207,Artificial Intelligence,AI,advanced,Computer Vision,bfa59a11-7244-496c-8ffb-88d66a22a68e,Face Recognition Systems,Face detection and verification.,e69703d8-3e86-4fe3-93ce-6dd6c67b85fd,Face Recognition Systems - Quiz,db1024e7-2017-4487-b757-83a616c97a45,"What common mistake should you avoid when working with concepts from ""Face Recognition Systems""?",Confusing face recognition systems with unrelated ai concepts not covered in this video.,Skipping video timestamps and guessing answers randomly.,Assuming Face Recognition Systems is identical to handcrafted woodworking.,Rushing through without noting the key steps shown at 15:00.,Confusing face recognition systems with unrelated ai concepts not covered in this video.,easy,1,4
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,c1ab5e06-b4bc-4fbb-89f6-3cf0a0ba998e,SOLID Principles,"Single responsibility, open-closed, Liskov, interface segregation, dependency inversion.",be39fcfe-8179-4c30-8638-2d48b22553c3,SOLID Principles - Quiz,05368f55-a4e3-43aa-8b1f-aea5aea1fbf6,"What is the primary focus of ""SOLID Principles"" in ""Software Design Principles"" (Software Engineering & Design Patterns)?","Single responsibility, open-closed, Liskov, interface segregation, dependency inversion.",Chemical lab safety,Film directing,Fashion styling,"Single responsibility, open-closed, Liskov, interface segregation, dependency inversion.",easy,1,0
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,c1ab5e06-b4bc-4fbb-89f6-3cf0a0ba998e,SOLID Principles,"Single responsibility, open-closed, Liskov, interface segregation, dependency inversion.",be39fcfe-8179-4c30-8638-2d48b22553c3,SOLID Principles - Quiz,2a4fbe7e-e1b8-4db7-a611-7072b7ed0074,"In the video for ""SOLID Principles"", which concept is correctly associated with the lesson content?",Using chemical lab safety is the main idea of SOLID Principles.,The video claims SOLID Principles is unrelated to Software Engineering.,The lesson skips single responsibility entirely.,Understanding Single responsibility — as explained in the lesson video for SOLID Principles.,Understanding Single responsibility — as explained in the lesson video for SOLID Principles.,easy,1,1
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,c1ab5e06-b4bc-4fbb-89f6-3cf0a0ba998e,SOLID Principles,"Single responsibility, open-closed, Liskov, interface segregation, dependency inversion.",be39fcfe-8179-4c30-8638-2d48b22553c3,SOLID Principles - Quiz,a12163ec-0c89-4393-a9f5-5df857cc50eb,"Which task best reflects what you practice in ""SOLID Principles"" (30 min lesson)?",Only reading slides and ignoring the 30 min walkthrough.,Copying code without understanding single responsibility.,Apply single responsibility to solve a hands-on exercise from Software Design Principles (covered in 30 min).,Memorizing SOLID Principles without practicing the video demo.,Apply single responsibility to solve a hands-on exercise from Software Design Principles (covered in 30 min).,easy,1,2
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,c1ab5e06-b4bc-4fbb-89f6-3cf0a0ba998e,SOLID Principles,"Single responsibility, open-closed, Liskov, interface segregation, dependency inversion.",be39fcfe-8179-4c30-8638-2d48b22553c3,SOLID Principles - Quiz,01a4ed14-6c1b-4908-a60e-3a8c7e42f5ea,"Which statement correctly describes ""SOLID Principles"" as taught in Software Engineering & Design Patterns (intermediate)?",SOLID Principles contradicts all principles of Software Engineering.,This intermediate-level lesson in Software Engineering explains single responsibility with examples shown in the video.,The video states SOLID Principles has no relation to Software Design Principles.,This lesson is optional and never assessed in Software Engineering & Design Patterns.,This intermediate-level lesson in Software Engineering explains single responsibility with examples shown in the video.,easy,1,3
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,c1ab5e06-b4bc-4fbb-89f6-3cf0a0ba998e,SOLID Principles,"Single responsibility, open-closed, Liskov, interface segregation, dependency inversion.",be39fcfe-8179-4c30-8638-2d48b22553c3,SOLID Principles - Quiz,8eb4f8fe-dfd9-45e0-9094-aa239cf37801,"What common mistake should you avoid when working with concepts from ""SOLID Principles""?",Confusing solid principles with unrelated software engineering concepts not covered in this video.,Skipping video timestamps and guessing answers randomly.,Assuming SOLID Principles is identical to chemical lab safety.,Rushing through without noting the key steps shown at 15:00.,Confusing solid principles with unrelated software engineering concepts not covered in this video.,easy,1,4
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,09e9a1f0-44aa-4f13-a2b6-0acef809ecfe,Design Patterns: Creational,"Singleton, factory, builder, prototype.",f587fe77-7614-46ec-af72-6702032a6f7b,Design Patterns: Creational - Quiz,129bc455-8356-4310-9bfb-29b8b08bdb2d,"What is the primary focus of ""Design Patterns: Creational"" in ""Software Design Principles"" (Software Engineering & Design Patterns)?",Chemical lab safety,Film directing,Fashion styling,"Singleton, factory, builder, prototype.","Singleton, factory, builder, prototype.",easy,1,0
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,09e9a1f0-44aa-4f13-a2b6-0acef809ecfe,Design Patterns: Creational,"Singleton, factory, builder, prototype.",f587fe77-7614-46ec-af72-6702032a6f7b,Design Patterns: Creational - Quiz,361dde53-9a56-4c21-9ad6-b266f1536d77,"In the video for ""Design Patterns: Creational"", which concept is correctly associated with the lesson content?",The video claims Design Patterns: Creational is unrelated to Software Engineering.,The lesson skips singleton entirely.,Understanding Singleton — as explained in the lesson video for Design Patterns: Creational.,Using chemical lab safety is the main idea of Design Patterns: Creational.,Understanding Singleton — as explained in the lesson video for Design Patterns: Creational.,easy,1,1
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,09e9a1f0-44aa-4f13-a2b6-0acef809ecfe,Design Patterns: Creational,"Singleton, factory, builder, prototype.",f587fe77-7614-46ec-af72-6702032a6f7b,Design Patterns: Creational - Quiz,51aab90c-e65b-4dff-9665-43a3bf3965de,"Which task best reflects what you practice in ""Design Patterns: Creational"" (30 min lesson)?",Copying code without understanding singleton.,Apply singleton to solve a hands-on exercise from Software Design Principles (covered in 30 min).,Memorizing Design Patterns: Creational without practicing the video demo.,Only reading slides and ignoring the 30 min walkthrough.,Apply singleton to solve a hands-on exercise from Software Design Principles (covered in 30 min).,easy,1,2
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,09e9a1f0-44aa-4f13-a2b6-0acef809ecfe,Design Patterns: Creational,"Singleton, factory, builder, prototype.",f587fe77-7614-46ec-af72-6702032a6f7b,Design Patterns: Creational - Quiz,92bf4438-a8ed-4fdd-b1f4-51ff3d917b9c,"Which statement correctly describes ""Design Patterns: Creational"" as taught in Software Engineering & Design Patterns (intermediate)?",This intermediate-level lesson in Software Engineering explains singleton with examples shown in the video.,The video states Design Patterns: Creational has no relation to Software Design Principles.,This lesson is optional and never assessed in Software Engineering & Design Patterns.,Design Patterns: Creational contradicts all principles of Software Engineering.,This intermediate-level lesson in Software Engineering explains singleton with examples shown in the video.,easy,1,3
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,09e9a1f0-44aa-4f13-a2b6-0acef809ecfe,Design Patterns: Creational,"Singleton, factory, builder, prototype.",f587fe77-7614-46ec-af72-6702032a6f7b,Design Patterns: Creational - Quiz,1c953882-3adb-4854-afd7-37b60a3a1976,"What common mistake should you avoid when working with concepts from ""Design Patterns: Creational""?",Skipping video timestamps and guessing answers randomly.,Assuming Design Patterns: Creational is identical to chemical lab safety.,Rushing through without noting the key steps shown at 15:00.,Confusing design patterns: creational with unrelated software engineering concepts not covered in this video.,Confusing design patterns: creational with unrelated software engineering concepts not covered in this video.,easy,1,4
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,d9a596dd-dc81-419c-8b5d-8b7f70d3e504,Design Patterns: Structural,"Adapter, decorator, facade, proxy.",1f5eba87-8419-48d7-9caf-d0f6891f7674,Design Patterns: Structural - Quiz,d14ba028-022c-49f8-ad5f-d680d9e3099e,"What is the primary focus of ""Design Patterns: Structural"" in ""Software Design Principles"" (Software Engineering & Design Patterns)?",Chemical lab safety,Film directing,Fashion styling,"Adapter, decorator, facade, proxy.","Adapter, decorator, facade, proxy.",easy,1,0
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,d9a596dd-dc81-419c-8b5d-8b7f70d3e504,Design Patterns: Structural,"Adapter, decorator, facade, proxy.",1f5eba87-8419-48d7-9caf-d0f6891f7674,Design Patterns: Structural - Quiz,8923c1d7-f105-4c50-9898-71b7c7f8fd46,"In the video for ""Design Patterns: Structural"", which concept is correctly associated with the lesson content?",The video claims Design Patterns: Structural is unrelated to Software Engineering.,The lesson skips adapter entirely.,Understanding Adapter — as explained in the lesson video for Design Patterns: Structural.,Using chemical lab safety is the main idea of Design Patterns: Structural.,Understanding Adapter — as explained in the lesson video for Design Patterns: Structural.,easy,1,1
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,d9a596dd-dc81-419c-8b5d-8b7f70d3e504,Design Patterns: Structural,"Adapter, decorator, facade, proxy.",1f5eba87-8419-48d7-9caf-d0f6891f7674,Design Patterns: Structural - Quiz,6fe95f07-2a79-434f-b1c5-fca6c7e1e793,"Which task best reflects what you practice in ""Design Patterns: Structural"" (30 min lesson)?",Copying code without understanding adapter.,Apply adapter to solve a hands-on exercise from Software Design Principles (covered in 30 min).,Memorizing Design Patterns: Structural without practicing the video demo.,Only reading slides and ignoring the 30 min walkthrough.,Apply adapter to solve a hands-on exercise from Software Design Principles (covered in 30 min).,easy,1,2
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,d9a596dd-dc81-419c-8b5d-8b7f70d3e504,Design Patterns: Structural,"Adapter, decorator, facade, proxy.",1f5eba87-8419-48d7-9caf-d0f6891f7674,Design Patterns: Structural - Quiz,478c55ce-f191-4c75-9838-139504c99201,"Which statement correctly describes ""Design Patterns: Structural"" as taught in Software Engineering & Design Patterns (intermediate)?",This intermediate-level lesson in Software Engineering explains adapter with examples shown in the video.,The video states Design Patterns: Structural has no relation to Software Design Principles.,This lesson is optional and never assessed in Software Engineering & Design Patterns.,Design Patterns: Structural contradicts all principles of Software Engineering.,This intermediate-level lesson in Software Engineering explains adapter with examples shown in the video.,easy,1,3
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,d9a596dd-dc81-419c-8b5d-8b7f70d3e504,Design Patterns: Structural,"Adapter, decorator, facade, proxy.",1f5eba87-8419-48d7-9caf-d0f6891f7674,Design Patterns: Structural - Quiz,f14b0046-7b29-4dea-95d2-8bd87de6bd70,"What common mistake should you avoid when working with concepts from ""Design Patterns: Structural""?",Skipping video timestamps and guessing answers randomly.,Assuming Design Patterns: Structural is identical to chemical lab safety.,Rushing through without noting the key steps shown at 15:00.,Confusing design patterns: structural with unrelated software engineering concepts not covered in this video.,Confusing design patterns: structural with unrelated software engineering concepts not covered in this video.,easy,1,4
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,f5ea69a9-7cdc-46d0-990a-5a8b36ba634f,Design Patterns: Behavioral,"Observer, strategy, command, iterator.",2fb5d800-1462-45a4-baee-dbb910bf1311,Design Patterns: Behavioral - Quiz,b16aa833-e01c-48f0-bec5-99b021d30a9d,"What is the primary focus of ""Design Patterns: Behavioral"" in ""Software Design Principles"" (Software Engineering & Design Patterns)?",Fashion styling,"Observer, strategy, command, iterator.",Chemical lab safety,Film directing,"Observer, strategy, command, iterator.",easy,1,0
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,f5ea69a9-7cdc-46d0-990a-5a8b36ba634f,Design Patterns: Behavioral,"Observer, strategy, command, iterator.",2fb5d800-1462-45a4-baee-dbb910bf1311,Design Patterns: Behavioral - Quiz,540b2c9d-d66d-45d8-a7a8-5c3fc38fef1f,"In the video for ""Design Patterns: Behavioral"", which concept is correctly associated with the lesson content?",Understanding Observer — as explained in the lesson video for Design Patterns: Behavioral.,Using chemical lab safety is the main idea of Design Patterns: Behavioral.,The video claims Design Patterns: Behavioral is unrelated to Software Engineering.,The lesson skips observer entirely.,Understanding Observer — as explained in the lesson video for Design Patterns: Behavioral.,easy,1,1
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,f5ea69a9-7cdc-46d0-990a-5a8b36ba634f,Design Patterns: Behavioral,"Observer, strategy, command, iterator.",2fb5d800-1462-45a4-baee-dbb910bf1311,Design Patterns: Behavioral - Quiz,91310833-f93e-4df2-a1d1-3d44de398ea9,"Which task best reflects what you practice in ""Design Patterns: Behavioral"" (30 min lesson)?",Memorizing Design Patterns: Behavioral without practicing the video demo.,Only reading slides and ignoring the 30 min walkthrough.,Copying code without understanding observer.,Apply observer to solve a hands-on exercise from Software Design Principles (covered in 30 min).,Apply observer to solve a hands-on exercise from Software Design Principles (covered in 30 min).,easy,1,2
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,f5ea69a9-7cdc-46d0-990a-5a8b36ba634f,Design Patterns: Behavioral,"Observer, strategy, command, iterator.",2fb5d800-1462-45a4-baee-dbb910bf1311,Design Patterns: Behavioral - Quiz,84c4a207-756b-4a9b-b1dd-c25998096f0b,"Which statement correctly describes ""Design Patterns: Behavioral"" as taught in Software Engineering & Design Patterns (intermediate)?",This lesson is optional and never assessed in Software Engineering & Design Patterns.,Design Patterns: Behavioral contradicts all principles of Software Engineering.,This intermediate-level lesson in Software Engineering explains observer with examples shown in the video.,The video states Design Patterns: Behavioral has no relation to Software Design Principles.,This intermediate-level lesson in Software Engineering explains observer with examples shown in the video.,easy,1,3
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Software Design Principles,f5ea69a9-7cdc-46d0-990a-5a8b36ba634f,Design Patterns: Behavioral,"Observer, strategy, command, iterator.",2fb5d800-1462-45a4-baee-dbb910bf1311,Design Patterns: Behavioral - Quiz,35c09d78-020c-4f74-a9ab-573149614ece,"What common mistake should you avoid when working with concepts from ""Design Patterns: Behavioral""?",Rushing through without noting the key steps shown at 15:00.,Confusing design patterns: behavioral with unrelated software engineering concepts not covered in this video.,Skipping video timestamps and guessing answers randomly.,Assuming Design Patterns: Behavioral is identical to chemical lab safety.,Confusing design patterns: behavioral with unrelated software engineering concepts not covered in this video.,easy,1,4
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Clean Architecture & Testing,33c5d157-4ba0-43e7-ac6e-df802925f0ab,Clean Architecture,"Layers, dependency rule, boundaries.",3b2303a2-f49f-40a0-b876-e5de5bbd1b51,Clean Architecture - Quiz,cab57821-9b2f-4671-9fba-17882ee2330f,"What is the primary focus of ""Clean Architecture"" in ""Clean Architecture & Testing"" (Software Engineering & Design Patterns)?",Fashion styling,"Layers, dependency rule, boundaries.",Chemical lab safety,Film directing,"Layers, dependency rule, boundaries.",easy,1,0
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Clean Architecture & Testing,33c5d157-4ba0-43e7-ac6e-df802925f0ab,Clean Architecture,"Layers, dependency rule, boundaries.",3b2303a2-f49f-40a0-b876-e5de5bbd1b51,Clean Architecture - Quiz,8d473024-1fed-456d-8e2f-9c7ff30a5098,"In the video for ""Clean Architecture"", which concept is correctly associated with the lesson content?",Understanding Layers — as explained in the lesson video for Clean Architecture.,Using chemical lab safety is the main idea of Clean Architecture.,The video claims Clean Architecture is unrelated to Software Engineering.,The lesson skips layers entirely.,Understanding Layers — as explained in the lesson video for Clean Architecture.,easy,1,1
b386e0d2-73c4-49e3-80d3-53ecc2dcd087,Software Engineering & Design Patterns,Software Engineering,intermediate,Clean Architecture & Testing,33c5d157-4ba0-43e7-ac6e-df802925f0ab,Clean Architecture,"Layers, dependency rule, boundaries.",3b2303a2-f49f-40a0-b876-e5de5bbd1b51,Clean Architecture - Quiz,ac342f97-c378-407a-be31-f665a0fc7d7b,"Which task best reflects what you practice in ""Clean Architecture"" (30 min lesson)?",Memorizing Clean Architecture without practicing the video demo.,Only reading slides and ignoring the 30 min walkthrough.,Copying code without understanding layers.,Apply layers to solve a hands-on exercise from Clean Architecture & Testing (covered in 30 min).,Apply layers to solve a hands-on exercise from Clean Architecture & Testing (covered in 30 min).,easy,1,2
